"text", "translation"
"親愛度ランクを240回上げよう","提高 240 位赛马娘的亲密度"
"親愛度ランクを260回上げよう","提高 260 位赛马娘的亲密度"
"親愛度ランクを280回上げよう","提高 280 位赛马娘的亲密度"
"親愛度ランクを300回上げよう","提高 300 位赛马娘的亲密度"
"親愛度ランクを350回上げよう","提高 350 位赛马娘的亲密度"
"親愛度ランクを400回上げよう","提高 400 位赛马娘的亲密度"
"親愛度ランクを450回上げよう","提高 450 位赛马娘的亲密度"
"親愛度ランクを500回上げよう","提高 500 位赛马娘的亲密度"
"親愛度ランクを550回上げよう","提高 550 位赛马娘的亲密度"
"親愛度ランクを600回上げよう","提高 600 位赛马娘的亲密度"
"親愛度ランクを650回上げよう","提高 650 位赛马娘的亲密度"
"親愛度ランクを700回上げよう","提高 700 位赛马娘的亲密度"
"親愛度ランクを750回上げよう","提高 750 位赛马娘的亲密度"
"親愛度ランクを800回上げよう","提高 800 位赛马娘的亲密度"
"親愛度ランクを850回上げよう","提高 850 位赛马娘的亲密度"
"親愛度ランクを900回上げよう","提高 900 位赛马娘的亲密度"
"親愛度ランクを950回上げよう","提高 950 位赛马娘的亲密度"
"親愛度ランクを1000回上げよう","提高 1000 位赛马娘的亲密度"
"1人のウマ娘を\nファン数100万人以上にしよう","使 1 位赛马娘的粉丝数达到 100 万人"
"2人のウマ娘を\nファン数100万人以上にしよう","使 2 位赛马娘的粉丝数达到 100 万人"
"3人のウマ娘を\nファン数100万人以上にしよう","使 3 位赛马娘的粉丝数达到 100 万人"
"4人のウマ娘を\nファン数100万人以上にしよう","使 4 位赛马娘的粉丝数达到 100 万人"
"5人のウマ娘を\nファン数100万人以上にしよう","使 5 位赛马娘的粉丝数达到 100 万人"
"6人のウマ娘を\nファン数100万人以上にしよう","使 6 位赛马娘的粉丝数达到 100 万人"
"7人のウマ娘を\nファン数100万人以上にしよう","使 7 位赛马娘的粉丝数达到 100 万人"
"8人のウマ娘を\nファン数100万人以上にしよう","使 8 位赛马娘的粉丝数达到 100 万人"
"9人のウマ娘を\nファン数100万人以上にしよう","使 9 位赛马娘的粉丝数达到 100 万人"
"10人のウマ娘を\nファン数100万人以上にしよう","使 10 位赛马娘的粉丝数达到 100 万人"
"15人のウマ娘を\nファン数100万人以上にしよう","使 15 位赛马娘的粉丝数达到 100 万人"
"20人のウマ娘を\nファン数100万人以上にしよう","使 20 位赛马娘的粉丝数达到 100 万人"
"25人のウマ娘を\nファン数100万人以上にしよう","使 25 位赛马娘的粉丝数达到 100 万人"
"30人のウマ娘を\nファン数100万人以上にしよう","使 30 位赛马娘的粉丝数达到 100 万人"
"35人のウマ娘を\nファン数100万人以上にしよう","使 35 位赛马娘的粉丝数达到 100 万人"
"40人のウマ娘を\nファン数100万人以上にしよう","使 40 位赛马娘的粉丝数达到 100 万人"
"45人のウマ娘を\nファン数100万人以上にしよう","使 45 位赛马娘的粉丝数达到 100 万人"
"50人のウマ娘を\nファン数100万人以上にしよう","使 50 位赛马娘的粉丝数达到 100 万人"
"55人のウマ娘を\nファン数100万人以上にしよう","使 55 位赛马娘的粉丝数达到 100 万人"
"60人のウマ娘を\nファン数100万人以上にしよう","使 60 位赛马娘的粉丝数达到 100 万人"
"65人のウマ娘を\nファン数100万人以上にしよう","使 65 位赛马娘的粉丝数达到 100 万人"
"70人のウマ娘を\nファン数100万人以上にしよう","使 70 位赛马娘的粉丝数达到 100 万人"
"75人のウマ娘を\nファン数100万人以上にしよう","使 75 位赛马娘的粉丝数达到 100 万人"
"80人のウマ娘を\nファン数100万人以上にしよう","使 80 位赛马娘的粉丝数达到 100 万人"
"85人のウマ娘を\nファン数100万人以上にしよう","使 85 位赛马娘的粉丝数达到 100 万人"
"90人のウマ娘を\nファン数100万人以上にしよう","使 90 位赛马娘的粉丝数达到 100 万人"
"95人のウマ娘を\nファン数100万人以上にしよう","使 95 位赛马娘的粉丝数达到 100 万人"
"100人のウマ娘を\nファン数100万人以上にしよう","使 100 位赛马娘的粉丝数达到 100 万人"
"110人のウマ娘を\nファン数100万人以上にしよう","使 110 位赛马娘的粉丝数达到 100 万人"
"120人のウマ娘を\nファン数100万人以上にしよう","使 120 位赛马娘的粉丝数达到 100 万人"
"130人のウマ娘を\nファン数100万人以上にしよう","使 130 位赛马娘的粉丝数达到 100 万人"
"140人のウマ娘を\nファン数100万人以上にしよう","使 140 位赛马娘的粉丝数达到 100 万人"
"150人のウマ娘を\nファン数100万人以上にしよう","使 150 位赛马娘的粉丝数达到 100 万人"
"160人のウマ娘を\nファン数100万人以上にしよう","使 160 位赛马娘的粉丝数达到 100 万人"
"170人のウマ娘を\nファン数100万人以上にしよう","使 170 位赛马娘的粉丝数达到 100 万人"
"180人のウマ娘を\nファン数100万人以上にしよう","使 180 位赛马娘的粉丝数达到 100 万人"
"190人のウマ娘を\nファン数100万人以上にしよう","使 190 位赛马娘的粉丝数达到 100 万人"
"200人のウマ娘を\nファン数100万人以上にしよう","使 200 位赛马娘的粉丝数达到 100 万人"
"サポートカードを\n10種類獲得しよう","获得 10 张支援卡"
"サポートカードを\n15種類獲得しよう","获得 15 张支援卡"
"サポートカードを\n20種類獲得しよう","获得 20 张支援卡"
"サポートカードを\n25種類獲得しよう","获得 25 张支援卡"
"サポートカードを\n30種類獲得しよう","获得 30 张支援卡"
"サポートカードを\n35種類獲得しよう","获得 35 张支援卡"
"サポートカードを\n40種類獲得しよう","获得 40 张支援卡"
"サポートカードを\n45種類獲得しよう","获得 45 张支援卡"
"サポートカードを\n50種類獲得しよう","获得 50 张支援卡"
"サポートカードを\n55種類獲得しよう","获得 55 张支援卡"
"サポートカードを\n60種類獲得しよう","获得 60 张支援卡"
"サポートカードを\n65種類獲得しよう","获得 65 张支援卡"
"サポートカードを\n70種類獲得しよう","获得 70 张支援卡"
"サポートカードを\n75種類獲得しよう","获得 75 张支援卡"
"サポートカードを\n80種類獲得しよう","获得 80 张支援卡"
"サポートカードを\n85種類獲得しよう","获得 85 张支援卡"
"サポートカードを\n90種類獲得しよう","获得 90 张支援卡"
"サポートカードを\n95種類獲得しよう","获得 95 张支援卡"
"サポートカードを\n100種類獲得しよう","获得 100 张支援卡"
"サポートカードを\n105種類獲得しよう","获得 105 张支援卡"
"サポートカードを\n110種類獲得しよう","获得 110 张支援卡"
"サポートカードを\n115種類獲得しよう","获得 115 张支援卡"
"サポートカードを\n120種類獲得しよう","获得 120 张支援卡"
"サポートカードを\n125種類獲得しよう","获得 125 张支援卡"
"サポートカードを\n130種類獲得しよう","获得 130 张支援卡"
"サポートカードを\n135種類獲得しよう","获得 135 张支援卡"
"サポートカードを\n140種類獲得しよう","获得 140 张支援卡"
"サポートカードを\n145種類獲得しよう","获得 145 张支援卡"
"サポートカードを\n150種類獲得しよう","获得 150 张支援卡"
"サポートカードを\n155種類獲得しよう","获得 155 张支援卡"
"サポートカードを\n160種類獲得しよう","获得 160 张支援卡"
"サポートカードを\n165種類獲得しよう","获得 165 张支援卡"
"サポートカードを\n170種類獲得しよう","获得 170 张支援卡"
"サポートカードを\n175種類獲得しよう","获得 175 张支援卡"
"サポートカードを\n180種類獲得しよう","获得 180 张支援卡"
"サポートカードを\n185種類獲得しよう","获得 185 张支援卡"
"サポートカードを\n190種類獲得しよう","获得 190 张支援卡"
"サポートカードを\n195種類獲得しよう","获得 195 张支援卡"
"サポートカードを\n200種類獲得しよう","获得 200 张支援卡"
"サポートカードを\n205種類獲得しよう","获得 205 张支援卡"
"サポートカードを\n210種類獲得しよう","获得 210 张支援卡"
"サポートカードを\n215種類獲得しよう","获得 215 张支援卡"
"サポートカードを\n220種類獲得しよう","获得 220 张支援卡"
"サポートカードを\n225種類獲得しよう","获得 225 张支援卡"
"サポートカードを\n230種類獲得しよう","获得 230 张支援卡"
"サポートカードを\n235種類獲得しよう","获得 235 张支援卡"
"サポートカードを\n240種類獲得しよう","获得 240 张支援卡"
"サポートカードを\n245種類獲得しよう","获得 245 张支援卡"
"サポートカードを\n250種類獲得しよう","获得 250 张支援卡"
"サポートカードを\n255種類獲得しよう","获得 255 张支援卡"
"サポートカードを\n260種類獲得しよう","获得 260 张支援卡"
"サポートカードを\n265種類獲得しよう","获得 265 张支援卡"
"サポートカードを\n270種類獲得しよう","获得 270 张支援卡"
"サポートカードを\n275種類獲得しよう","获得 275 张支援卡"
"サポートカードを\n280種類獲得しよう","获得 280 张支援卡"
"サポートカードを\n285種類獲得しよう","获得 285 张支援卡"
"サポートカードを\n290種類獲得しよう","获得 290 张支援卡"
"サポートカードを\n295種類獲得しよう","获得 295 张支援卡"
"サポートカードを\n300種類獲得しよう","获得 300 张支援卡"
"ウマ娘を\n5人獲得しよう","获得 5 位赛马娘"
"ウマ娘を\n10人獲得しよう","获得 10 位赛马娘"
"ウマ娘を\n15人獲得しよう","获得 15 位赛马娘"
"ウマ娘を\n20人獲得しよう","获得 20 位赛马娘"
"ウマ娘を\n25人獲得しよう","获得 25 位赛马娘"
"ウマ娘を\n30人獲得しよう","获得 30 位赛马娘"
"ウマ娘を\n35人獲得しよう","获得 35 位赛马娘"
"ウマ娘を\n40人獲得しよう","获得 40 位赛马娘"
"ウマ娘を\n45人獲得しよう","获得 45 位赛马娘"
"ウマ娘を\n50人獲得しよう","获得 50 位赛马娘"
"ウマ娘を\n55人獲得しよう","获得 55 位赛马娘"
"ウマ娘を\n60人獲得しよう","获得 60 位赛马娘"
"ウマ娘を\n65人獲得しよう","获得 65 位赛马娘"
"ウマ娘を\n70人獲得しよう","获得 70 位赛马娘"
"ウマ娘を\n75人獲得しよう","获得 75 位赛马娘"
"ウマ娘を\n80人獲得しよう","获得 80 位赛马娘"
"ウマ娘を\n85人獲得しよう","获得 85 位赛马娘"
"ウマ娘を\n90人獲得しよう","获得 90 位赛马娘"
"ウマ娘を\n95人獲得しよう","获得 95 位赛马娘"
"ウマ娘を\n100人獲得しよう","获得 100 位赛马娘"
"ウマ娘を\n105人獲得しよう","获得 105 位赛马娘"
"ウマ娘を\n110人獲得しよう","获得 110 位赛马娘"
"ウマ娘を\n115人獲得しよう","获得 115 位赛马娘"
"ウマ娘を\n120人獲得しよう","获得 120 位赛马娘"
"ウマ娘を\n125人獲得しよう","获得 125 位赛马娘"
"ウマ娘を\n130人獲得しよう","获得 130 位赛马娘"
"ウマ娘を\n135人獲得しよう","获得 135 位赛马娘"
"ウマ娘を\n140人獲得しよう","获得 140 位赛马娘"
"ウマ娘を\n145人獲得しよう","获得 145 位赛马娘"
"ウマ娘を\n150人獲得しよう","获得 150 位赛马娘"
"ウマ娘を\n155人獲得しよう","获得 155 位赛马娘"
"ウマ娘を\n160人獲得しよう","获得 160 位赛马娘"
"ウマ娘を\n165人獲得しよう","获得 165 位赛马娘"
"ウマ娘を\n170人獲得しよう","获得 170 位赛马娘"
"ウマ娘を\n175人獲得しよう","获得 175 位赛马娘"
"ウマ娘を\n180人獲得しよう","获得 180 位赛马娘"
"ウマ娘を\n185人獲得しよう","获得 185 位赛马娘"
"ウマ娘を\n190人獲得しよう","获得 190 位赛马娘"
"ウマ娘を\n195人獲得しよう","获得 195 位赛马娘"
"ウマ娘を\n200人獲得しよう","获得 200 位赛马娘"
"スペシャルウィークの\n親愛度ランクを1にしよう","和 特别周 的亲密度达到 1 级"
"サイレンススズカの\n親愛度ランクを1にしよう","和 无声铃鹿 的亲密度达到 1 级"
"トウカイテイオーの\n親愛度ランクを1にしよう","和 东海帝王 的亲密度达到 1 级"
"マルゼンスキーの\n親愛度ランクを1にしよう","和 丸善斯基 的亲密度达到 1 级"
"オグリキャップの\n親愛度ランクを1にしよう","和 小栗帽 的亲密度达到 1 级"
"ゴールドシップの\n親愛度ランクを1にしよう","和 黄金船 的亲密度达到 1 级"
"ウオッカの\n親愛度ランクを1にしよう","和 伏特加 的亲密度达到 1 级"
"ダイワスカーレットの\n親愛度ランクを1にしよう","和 大和赤骥 的亲密度达到 1 级"
"タイキシャトルの\n親愛度ランクを1にしよう","和 大树快车 的亲密度达到 1 级"
"グラスワンダーの\n親愛度ランクを1にしよう","和 草上飞 的亲密度达到 1 级"
"メジロマックイーンの\n親愛度ランクを1にしよう","和 目白麦昆 的亲密度达到 1 级"
"エルコンドルパサーの\n親愛度ランクを1にしよう","和 神鹰 的亲密度达到 1 级"
"テイエムオペラオーの\n親愛度ランクを1にしよう","和 好歌剧 的亲密度达到 1 级"
"シンボリルドルフの\n親愛度ランクを1にしよう","和 皇帝 的亲密度达到 1 级"
"エアグルーヴの\n親愛度ランクを1にしよう","和 气槽 的亲密度达到 1 级"
"マヤノトップガンの\n親愛度ランクを1にしよう","和 重炮 的亲密度达到 1 级"
"メジロライアンの\n親愛度ランクを1にしよう","和 目白赖恩 的亲密度达到 1 级"
"ライスシャワーの\n親愛度ランクを1にしよう","和 米浴 的亲密度达到 1 级"
"アグネスタキオンの\n親愛度ランクを1にしよう","和 爱丽速子 的亲密度达到 1 级"
"ウイニングチケットの\n親愛度ランクを1にしよう","和 胜利奖券 的亲密度达到 1 级"
"サクラバクシンオーの\n親愛度ランクを1にしよう","和  的亲密度达到 1 级"
"スーパークリークの\n親愛度ランクを1にしよう","和 樱花进王 的亲密度达到 1 级"
"ハルウララの\n親愛度ランクを1にしよう","和 春乌拉拉 的亲密度达到 1 级"
"マチカネフクキタルの\n親愛度ランクを1にしよう","和 待兼福来 的亲密度达到 1 级"
"ナイスネイチャの\n親愛度ランクを1にしよう","和 优秀素质 的亲密度达到 1 级"
"キングヘイローの\n親愛度ランクを1にしよう","和 圣王光环 的亲密度达到 1 级"
"ミホノブルボンの\n親愛度ランクを1にしよう","和 美浦波旁 的亲密度达到 1 级"
"ビワハヤヒデの\n親愛度ランクを1にしよう","和 琵琶晨光 的亲密度达到 1 级"
"チームランク[D]に\n到達させよう","竞技场队伍等级达到[D]"
"チームランク[B]に\n到達させよう","竞技场队伍等级达到[B]"
"チームランク[A]に\n到達させよう","竞技场队伍等级达到[A]"
"チームランク[S]に\n到達させよう","竞技场队伍等级达到[S]"
"チームランク[SS]に\n到達させよう","竞技场队伍等级达到[SS]"
"育成ランク[S]以上の\n育成ウマ娘を10回育成しよう","育成 10 位 [S] 级赛马娘"
"育成ランク[S]以上の\n育成ウマ娘を50回育成しよう","育成 50 位 [S] 级赛马娘"
"育成ランク[S]以上の\n育成ウマ娘を200回育成しよう","育成 200 位 [S] 级赛马娘"
"育成ランク[S]以上の\n育成ウマ娘を500回育成しよう","育成 500 位 [S] 级赛马娘"
"GⅠのレースを100勝しよう","获得 100 次 GI 比赛胜利"
"GⅠのレースを500勝しよう","获得 500 GI 比赛胜利"
"GⅠのレースを1000勝しよう","获得 1000 GI 比赛胜利"
"GⅠのレースを2000勝しよう","获得 2000 GI 比赛胜利"
"GⅢのトロフィーを\n69個あつめよう","收集全部 69 个 GIII 奖杯"
"GⅡのトロフィーを\n36個あつめよう","收集全部 36 个 GII 奖杯"
"GⅠのトロフィーを\n30個あつめよう","收集全部 30 个 GI 奖杯"
"育成で八大競走を\n全て勝利しよう","在育成中获得八大比赛的全部胜利"
"育成で札幌レース場のレースを\n200勝しよう","在 札幌レース場 取得 200 次比赛胜利"
"育成で函館レース場のレースを\n200勝しよう","在 函館レース場 取得 200 次比赛胜利"
"育成で新潟レース場のレースを\n200勝しよう","在 新潟レース場 取得 200 次比赛胜利"
"育成で福島レース場のレースを\n200勝しよう","在 福島レース場 取得 200 次比赛胜利"
"育成で中山レース場のレースを\n200勝しよう","在 中山レース場 取得 200 次比赛胜利"
"育成で東京レース場のレースを\n200勝しよう","在 東京レース場 取得 200 次比赛胜利"
"育成で中京レース場のレースを\n200勝しよう","在 中京レース場 取得 200 次比赛胜利"
"育成で京都レース場のレースを\n200勝しよう","在 京都レース場 取得 200 次比赛胜利"
"育成で阪神レース場のレースを\n200勝しよう","在 阪神レース場 取得 200 次比赛胜利"
"育成で小倉レース場のレースを\n200勝しよう","在 小倉レース場 取得 200 次比赛胜利"
"育成で育成目標を\n1000回クリアしよう","在育成中达到 1000 次育成目标"
"育成で良いコンディションを\n100回発生させよう","在育成中获得 100 次增益状态（BUFF）"
"デイリーレースで\n100勝しよう","获得 100 次日常比赛胜利"
"レジェンドレースで1勝しよう","获得 1 场传奇比赛胜利"
"レジェンドレースで\n100勝しよう","获得 100 场传奇比赛胜利"
"チーム競技場で\nCLASS 6に到達しよう","在竞技场中达到 CLASS 6"
"チーム競技場でウイニング報酬を\n100回獲得しよう","在竞技场中获得 100 次胜利奖励"
"才能開花で\n10人のウマ娘を★5にしよう","才能开花 10 位 ★5 赛马娘"
"うまぴょい伝説を\n見よう","观看 うまぴょい伝説"
"彩 Phantasiaを\n見よう","观看 彩 Phantasia"
"Make debut!を\n見よう","观看 Make debut!"
"ENDLESS DREAM!!を\n見よう","观看 ENDLESS DREAM!!"
"NEXT FRONTIERを\n見よう","观看 NEXT FRONTIER"
"UNLIMITED IMPACTを\n見よう","观看 UNLIMITED IMPACT"
"Special Record!を\n見よう","观看 Special Record!"
"はじまりのSignalを\n見よう","观看 はじまりのSignal"
"ささやかな祈りを\n見よう","观看 ささやかな祈り"
"本能スピードを\n見よう","观看 本能スピード"
"winning the soulを\n見よう","观看 winning the soul"
"ユメヲカケル！を\n見よう","观看 ユメヲカケル！"
"特定の編成でユメヲカケル！を\n見よう","观看 特定の編成でユメヲカケル！"
"累計フォロー数25人を達成しよう","获得 25 位跟随者"
"累計フォロー数50人を達成しよう","获得 50 位跟随者"
"累計フォロワー数100人を達成しよう","获得 100 位跟随者"
"累計フォロワー数200人を達成しよう","获得 200 位跟随者"
"代表ウマ娘を他のトレーナーに\n育成で100回使ってもらおう","你的看板赛马娘被其他玩家选为种马 100 次"
"累積100万マニーためよう","累计获得 100 万金币"
"累積1000万マニーためよう","累计获得 1000 万金币"
"クレーンゲームでぬいぐるみを\n10個以上獲得してクリアしよう","在娃娃机中获得 10 个娃娃"
"ストーリーを\n100種類閲覧しよう","阅读 100 个不同的剧情"
"メインストーリー第1章を\nすべて見よう",""
"かけがえのない絆を\n感じるひとときを過ごそう",""
"スペシャルウィークの\nウマ娘ストーリー第4話を見よう",""
"スペシャルウィークのファン数を\n累計1000万人獲得しよう",""
"スペシャルウィークのファン数を\n累計5000万人獲得しよう",""
"スペシャルウィークのファン数を\n累計1億人獲得しよう",""
"サイレンススズカの\nウマ娘ストーリー第4話を見よう",""
"サイレンススズカのファン数を\n累計1000万人獲得しよう",""
"サイレンススズカのファン数を\n累計5000万人獲得しよう",""
"サイレンススズカのファン数を\n累計1億人獲得しよう",""
"トウカイテイオーの\nウマ娘ストーリー第4話を見よう",""
"トウカイテイオーのファン数を\n累計1000万人獲得しよう",""
"トウカイテイオーのファン数を\n累計5000万人獲得しよう",""
"トウカイテイオーのファン数を\n累計1億人獲得しよう",""
"マルゼンスキーの\nウマ娘ストーリー第4話を見よう",""
"マルゼンスキーのファン数を\n累計1000万人獲得しよう",""
"マルゼンスキーのファン数を\n累計5000万人獲得しよう",""
"マルゼンスキーのファン数を\n累計1億人獲得しよう",""
"オグリキャップの\nウマ娘ストーリー第4話を見よう",""
"オグリキャップのファン数を\n累計1000万人獲得しよう",""
"オグリキャップのファン数を\n累計5000万人獲得しよう",""
"オグリキャップのファン数を\n累計1億人獲得しよう",""
"ゴールドシップの\nウマ娘ストーリー第4話を見よう",""
"ゴールドシップのファン数を\n累計1000万人獲得しよう",""
"ゴールドシップのファン数を\n累計5000万人獲得しよう",""
"ゴールドシップのファン数を\n累計1億人獲得しよう",""
"ウオッカの\nウマ娘ストーリー第4話を見よう",""
"ウオッカのファン数を\n累計1000万人獲得しよう",""
"ウオッカのファン数を\n累計5000万人獲得しよう",""
"ウオッカのファン数を\n累計1億人獲得しよう",""
"ダイワスカーレットの\nウマ娘ストーリー第4話を見よう",""
"ダイワスカーレットのファン数を\n累計1000万人獲得しよう",""
"ダイワスカーレットのファン数を\n累計5000万人獲得しよう",""
"ダイワスカーレットのファン数を\n累計1億人獲得しよう",""
"タイキシャトルの\nウマ娘ストーリー第4話を見よう",""
"タイキシャトルのファン数を\n累計1000万人獲得しよう",""
"タイキシャトルのファン数を\n累計5000万人獲得しよう",""
"タイキシャトルのファン数を\n累計1億人獲得しよう",""
"グラスワンダーの\nウマ娘ストーリー第4話を見よう",""
"グラスワンダーのファン数を\n累計1000万人獲得しよう",""
"グラスワンダーのファン数を\n累計5000万人獲得しよう",""
"グラスワンダーのファン数を\n累計1億人獲得しよう",""
"メジロマックイーンの\nウマ娘ストーリー第4話を見よう",""
"メジロマックイーンのファン数を\n累計1000万人獲得しよう",""
"メジロマックイーンのファン数を\n累計5000万人獲得しよう",""
"メジロマックイーンのファン数を\n累計1億人獲得しよう",""
"エルコンドルパサーの\nウマ娘ストーリー第4話を見よう",""
"エルコンドルパサーのファン数を\n累計1000万人獲得しよう",""
"エルコンドルパサーのファン数を\n累計5000万人獲得しよう",""
"エルコンドルパサーのファン数を\n累計1億人獲得しよう",""
"テイエムオペラオーの\nウマ娘ストーリー第4話を見よう",""
"テイエムオペラオーのファン数を\n累計1000万人獲得しよう",""
"テイエムオペラオーのファン数を\n累計5000万人獲得しよう",""
"テイエムオペラオーのファン数を\n累計1億人獲得しよう",""
"シンボリルドルフの\nウマ娘ストーリー第4話を見よう",""
"シンボリルドルフのファン数を\n累計1000万人獲得しよう",""
"シンボリルドルフのファン数を\n累計5000万人獲得しよう",""
"シンボリルドルフのファン数を\n累計1億人獲得しよう",""
"エアグルーヴの\nウマ娘ストーリー第4話を見よう",""
"エアグルーヴのファン数を\n累計1000万人獲得しよう",""
"エアグルーヴのファン数を\n累計5000万人獲得しよう",""
"エアグルーヴのファン数を\n累計1億人獲得しよう",""
"マヤノトップガンの\nウマ娘ストーリー第4話を見よう",""
"マヤノトップガンのファン数を\n累計1000万人獲得しよう",""
"マヤノトップガンのファン数を\n累計5000万人獲得しよう",""
"マヤノトップガンのファン数を\n累計1億人獲得しよう",""
"メジロライアンの\nウマ娘ストーリー第4話を見よう",""
"メジロライアンのファン数を\n累計1000万人獲得しよう",""
"メジロライアンのファン数を\n累計5000万人獲得しよう",""
"メジロライアンのファン数を\n累計1億人獲得しよう",""
"ライスシャワーの\nウマ娘ストーリー第4話を見よう",""
"ライスシャワーのファン数を\n累計1000万人獲得しよう",""
"ライスシャワーのファン数を\n累計5000万人獲得しよう",""
"ライスシャワーのファン数を\n累計1億人獲得しよう",""
"アグネスタキオンの\nウマ娘ストーリー第4話を見よう",""
"アグネスタキオンのファン数を\n累計1000万人獲得しよう",""
"アグネスタキオンのファン数を\n累計5000万人獲得しよう",""
"アグネスタキオンのファン数を\n累計1億人獲得しよう",""
"ウイニングチケットの\nウマ娘ストーリー第4話を見よう",""
"ウイニングチケットのファン数を\n累計1000万人獲得しよう",""
"ウイニングチケットのファン数を\n累計5000万人獲得しよう",""
"ウイニングチケットのファン数を\n累計1億人獲得しよう",""
"サクラバクシンオーの\nウマ娘ストーリー第4話を見よう",""
"サクラバクシンオーのファン数を\n累計1000万人獲得しよう",""
"サクラバクシンオーのファン数を\n累計5000万人獲得しよう",""
"サクラバクシンオーのファン数を\n累計1億人獲得しよう",""
"スーパークリークの\nウマ娘ストーリー第4話を見よう",""
"スーパークリークのファン数を\n累計1000万人獲得しよう",""
"スーパークリークのファン数を\n累計5000万人獲得しよう",""
"スーパークリークのファン数を\n累計1億人獲得しよう",""
"ハルウララの\nウマ娘ストーリー第4話を見よう",""
"ハルウララのファン数を\n累計1000万人獲得しよう",""
"ハルウララのファン数を\n累計5000万人獲得しよう",""
"ハルウララのファン数を\n累計1億人獲得しよう",""
"マチカネフクキタルの\nウマ娘ストーリー第4話を見よう",""
"マチカネフクキタルのファン数を\n累計1000万人獲得しよう",""
"マチカネフクキタルのファン数を\n累計5000万人獲得しよう",""
"マチカネフクキタルのファン数を\n累計1億人獲得しよう",""
"ナイスネイチャの\nウマ娘ストーリー第4話を見よう",""
"ナイスネイチャのファン数を\n累計1000万人獲得しよう",""
"ナイスネイチャのファン数を\n累計5000万人獲得しよう",""
"ナイスネイチャのファン数を\n累計1億人獲得しよう",""
"キングヘイローの\nウマ娘ストーリー第4話を見よう",""
"キングヘイローのファン数を\n累計1000万人獲得しよう",""
"キングヘイローのファン数を\n累計5000万人獲得しよう",""
"キングヘイローのファン数を\n累計1億人獲得しよう",""
"ミホノブルボンの\nウマ娘ストーリー第4話を見よう",""
"ミホノブルボンのファン数を\n累計1000万人獲得しよう",""
"ミホノブルボンのファン数を\n累計5000万人獲得しよう",""
"ミホノブルボンのファン数を\n累計1億人獲得しよう",""
"ビワハヤヒデの\nウマ娘ストーリー第4話を見よう",""
"ビワハヤヒデのファン数を\n累計1000万人獲得しよう",""
"ビワハヤヒデのファン数を\n累計5000万人獲得しよう",""
"ビワハヤヒデのファン数を\n累計1億人獲得しよう",""
"「サクラバクシンオーのバクシン！お悩み相談！」を視聴しよう","观看 「サクラバクシンオーのバクシン！お悩み相談！」"
"【1日目】ダイワスカーレットをファン5千人以上で育成完了しよう","<size=25>[第 1 天] 使用 大和赤骥 在育成中获得 5000 粉丝</size>"

"【1日目】育成で桜花賞の3着以内に入ろう","<size=25>[第 1 天] 在育成中取得 桜花賞 的前三名</size>"
"【1日目】育成で秋華賞の3着以内に入ろう","<size=25>[第 1 天] 在育成中取得 秋華賞 的前三名</size>"
"【1日目】ウマ娘の覚醒Lv強化を1回上げよう","<size=25>[第 1 天] 觉醒 1 次赛马娘等级</size>"
"【全達成報酬】1日目の限定ミッションをすべてクリアしよう","<size=25>[限时] 完成全部第 1 天任务</size>"
"【2日目】ウオッカをファン5千人以上で育成完了しよう","<size=25>[第 2 天] 使用 伏特加 在育成中获得 5000 粉丝</size>"
"【2日目】育成で日本ダービーの3着以内に入ろう","<size=25>[第 2 天] 在育成中取得 日本ダービー 的前三名</size>"
"【2日目】育成でヴィクトリアマイルの3着以内に入ろう","<size=25>[第 2 天] 在育成中取得 ヴィクトリアマイル 的前三名</size>"
"【2日目】サポートカードのLvを10回上げよう","<size=25>[第 2 天] 将一张支援卡升到 10 级</size>"
"【全達成報酬】2日目の限定ミッションをすべてクリアしよう","<size=25>[限时] 完成所有第 2 天任务</size>"
"【3日目】ゴールドシップをファン5千人以上で育成完了しよう","<size=25>[第 3 天] 使用 黄金船 在育成中获得 5000 粉丝</size>"
"【3日目】育成で皐月賞の3着以内に入ろう","<size=25>[第 3 天] 在育成中取得 皐月賞 的前三名</size>"
"【3日目】育成で天皇賞（春）の3着以内に入ろう","<size=25>[第 3 天] 在育成中取得 天皇賞（春） 的前三名</size>"
"【3日目】育成で友情トレーニングを10回発生させよう","<size=25>[第 3 天] 在育成中触发 10 次友情训练</size>"
"【全達成報酬】3日目の限定ミッションをすべてクリアしよう","<size=25>[限时] 完成所有第 3 天任务</size>"
"【4日目】ハルウララをファン5千人以上で育成完了しよう","<size=25>[第 4 天] 使用 春乌拉拉 在育成中获得 5000 粉丝</size>"
"【4日目】育成で根岸ステークスの3着以内に入ろう","<size=25>[第 4 天] 在育成中取得 根岸ステークス 的前三名</size>"
"【4日目】育成でフェブラリーステークスの3着以内に入ろう","<size=25>[第 4 天] 在育成中取得 フェブラリーステークス 的前三名</size>"
"【4日目】育成でお出かけを5回しよう","<size=25>[第 4 天] 在育成中外出游玩 5 次</size>"
"【全達成報酬】4日目の限定ミッションをすべてクリアしよう","<size=25>[限时] 完成所有第 4 天任务</size>"
"【5日目】サクラバクシンオーをファン5千人以上で育成完了しよう","<size=25>[第 5 天] 使用 樱花进王 在育成中获得 5000 粉丝</size>"
"【5日目】育成でスプリンターズステークスの3着以内に入ろう","<size=25>[第 5 天] 在育成中取得 スプリンターズステークス 的前三名</size>"
